Course Code,Course Title,Units,Terms Offered,Description
AFRICAM N131,caribbean societi cultur,3 Units,"Terms offered: Summer 2004 10 Week Session, Summer 2003 10 Week Session, Summer 2002 10 Week Session",thi cours combin broad overview caribbean focu specif issu central field caribbean studi one aim introduc caribbean social structur express cultur thi supplement specif discuss plantat system social structur ethnic polit debat around caribbean social stratif class
AFRICAM C133A,what role race urban school,3 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",thi cours focu understand urban school part broader system social stratif process student urban school come sens student member cultur racial group young peopl america topic includ racial ident school urban neighborhood context school juvenil justic system student also integr cours read
AFRICAM 134,inform technolog societi,4 Units,"Terms offered: Fall 2021, Fall 2020, Fall 2019",thi cours assess role inform technolog digit societi focus deploy digit citi telecommut virtual commun internet time virtual offic geographi cyberspac cours also discuss role inform technolog govern econom develop societi
AFRICAM C134,inform technolog societi,4 Units,"Terms offered: Fall 2017, Fall 2016, Fall 2015, Fall 2014",thi cours assess role inform technolog digit societi focus deploy digit citi telecommut virtual commun internet time virtual offic geographi cyber space the cours also discuss role inform technolog govern econom develop societi
AFRICAM 136,crimin justic commun,3 Units,"Terms offered: Fall 2023, Fall 2019, Fall 2018",
AFRICAM 136L,crimin justic surveil america,3 Units,"Terms offered: Summer 2023 First 6 Week Session, Summer 2022 First 6 Week Session, Summer 2021 First 6 Week Session",what relationship crimin justic system surveil america what role power play relationship how complic relationship inform reproduc engend understand race class sexual how relationship chang time how technolog chang impact relationship in cours
AFRICAM 137,multicultur commun,3 Units,"Terms offered: Fall 2019, Fall 2018, Fall 2017",examin theoret issu urban anthropolog sociolog pertain unit state multicultur societi compar analysi ecolog social structur african american nativ american asian american mexican american urban commun special emphasi social class ethnic cultur
AFRICAM 138,black nation,4 Units,"Terms offered: Spring 2015, Spring 2014, Spring 2013",examin concept black nation histor intellectu develop special attent given role african american religion attempt develop black social
AFRICAM 139,select topic african american social organ institut,1 - 4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",topic vari semest
AFRICAM 139L,special topic race law,3 Units,"Terms offered: Summer 2023 Second 6 Week Session, Summer 2022 Second 6 Week Session, Summer 2021 Second 6 Week Session",special topic race law vari semest
AFRICAM 140,special topic cultur studi,1 - 4 Units,"Terms offered: Spring 2023, Spring 2022",topic vari semest
AFRICAM 141,race space inequ,4 Units,Terms offered: Prior to 2007,thi cours examin spatial configur inequ poverti relationship race
AFRICAM 142A,third world cinema,4 Units,"Terms offered: Spring 2016, Spring 2012, Spring 2011",examin lectur select film develop achiev third world motion pictur artistri social polit cultur theme discuss particular emphasi given major work asia africa latin america other newli develop film sourc abroad present critic assess
AFRICAM 142AC,race american film,4 Units,"Terms offered: Spring 2020, Spring 2019, Spring 2018",thi cours use film investig central role race american cultur through studi film histori silent film jim crow era digit dystopia centuri cours explor relationship art polit race represent look hollywood independ cinema cours chart continu varieti represent race cinema consid
AFRICAM C143A,perform an african american perspect,3 Units,"Terms offered: Spring 2016, Fall 2003",introduct perform method african american aesthet dramat perform techniqu cours survey wide rang write perform investig applic exercis improvis student also assist inform gather work progress
AFRICAM C143B,laboratori,3 Units,Terms offered: Spring 2007,develop scholarli materi theatric present enhanc dramat perform techniqu discuss improvis read work conceiv class writer african american studi cours all sourc materi base research scholar field african american studi
AFRICAM C143C,black theatr workshop,3 Units,"Terms offered: Spring 2011, Spring 2004",studi product play african american writer the play studi within social histor context student introduc variou aspect theatr product
AFRICAM 144,introduct cultur studi black visual cultur,4 Units,"Terms offered: Fall 2015, Fall 2013, Spring 2010",thi cours examin theori cultur contemporari issu popular cultur the cours focus instrument cultur vehicl domin resist the goal cours provid student critic vocabulari cultur analysi key issu examin ideolog hegemoni articul race gender format student must willing engag new difficult idea
AFRICAM 150B,african american literatur present,3 Units,"Terms offered: Fall 2021, Spring 2019, Spring 2018",survey african american literatur harlem renaiss present a close analysi major writer premis
AFRICAM N150B,survey african american literari form style,3 Units,Terms offered: Summer 1997 10 Week Session,to survey major trend poetri fiction essay form african american literatur term literari content as well studi major african american centuri
AFRICAM 152F,narr,3 Units,"Terms offered: Fall 2023, Spring 2021, Spring 2020",thi cours explor african american fiction written attempt african american literatur repres contemporari reader live african slave unit state in way author imagin experi effect slaveri vantag point centuri emancip civil right black power movement shape context
AFRICAM 153C,novel toni morrison,3 Units,"Terms offered: Fall 2023, Fall 2021, Fall 2020",we close read seven nobel laureat toni morrison novel well short stori essay consid work relat interest creat call villag literatur write literatur trope work interven american represent black racial ident contribut renaiss black women write african american
AFRICAM 155,literatur caribbean signific theme,4 Units,"Terms offered: Fall 2013, Fall 2012, Fall 2011",an introduct repres work theme discours caribbean literatur produc author anglophon creolophon francophon hispanophon area within plantat america includ examin indigen folkway nation languag sourc caribbean cultur literari histori
AFRICAM 156AC,poetri peopl introduct art poetri,4 Units,"Terms offered: Spring 2020, Spring 2019, Spring 2018",a larg class introduc student poetri cultur histori critic polit practic focus compar poetri three american group cours requir student learn technic structur variou form poetri well world view inform specif poetic tradit the group tradit vari semest semest thi cours satisfi
AFRICAM C156,race space inequ,4 Units,"Terms offered: Spring 2020, Spring 2019, Spring 2018",thi cours examin spatial configur inequ poverti relationship race analysi histor theoret ethnograph conceptu practic live experi relationship the cours cover topic race space inequ four interwoven themat lens format implement normal resist
AFRICAM 158A,poetri peopl the write teach poetri,4 Units,"Terms offered: Fall 2019, Fall 2018, Fall 2017",the focu cours write poetri student undertak intens studi techniqu poetri social cultur context specif poetic tradit student must imit poem studi write critic paper compar poetic tradit complet origin manuscript new poem in addit must produc poetri read requir teach five
